ID,Body,Team,Accessories,Jersey,Hair,Role,Number,Dunks,Shooting,Playmaking,Defense,Image url,Title,Description,URL,Overall
3405,Human III,Pennsylvania Fangs,None,Away,Black Taper,Player,20,72,95,81,77,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8796.png,BALLER #3405,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3405,
6928,Stone,Omaha Bullsnakes,Goggles,Home,Purple Cowlick,Captain,28,75,76,63,82,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8797.png,BALLER #6928,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6928,
6354,Human IV,San Jose Sirens,Gold Headphones,Away,Light Brunette Bob,Player,83,84,89,83,73,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8798.png,BALLER #6354,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6354,
3842,Human V,Austin Machines,Armband,Away,Crazy Purple,Player,94,78,73,74,91,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8799.png,BALLER #3842,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3842,
3835,Human II,Minneapolis Express,Glasses,Home,Braids,Player,75,80,78,63,83,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8800.png,BALLER #3835,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3835,
8442,Human III,Omaha Bullsnakes,Armband,Home,Purple Cowlick,Player,13,84,84,64,93,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8801.png,BALLER #8442,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8442,
3456,Human IV,New York Torches,None,Home,Pink Pigtails,Player,62,76,80,72,93,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8802.png,BALLER #3456,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3456,
7927,Zombie,D.C. Dobermans,Headband,Away,Cheetah,Player,15,86,84,78,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8803.png,BALLER #7927,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7927,
8836,Human IV,Tampa Bay Omens,None,Home,Black Pigtails,Player,65,71,85,77,83,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8804.png,BALLER #8836,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8836,
4870,Human II,Los Angeles Knives,Armband,Home,Black Long Ponytail,Player,68,62,87,84,76,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8805.png,BALLER #4870,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4870,
4604,Human I,Alaska Whales,"Armband, Headband",Home,Brown Moptop,Player,65,81,76,77,94,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8806.png,BALLER #4604,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4604,
8969,Human III,Miami Tentacles,Headband,Home,Brown Short,Player,44,75,66,65,94,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8807.png,BALLER #8969,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8969,
8145,Human II,San Diego Keepers,"Armband, Arm Tattoo",Home,Blonde Short,Captain,78,84,73,79,84,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8808.png,BALLER #8145,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8145,
6540,Zombie,Austin Machines,Red Headphones,Home,Brown Taper,Player,60,83,87,69,75,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8809.png,BALLER #6540,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6540,
5759,Human V,Alabama Kingpins,"Armband, Headband",Home,Shaved,Player,55,78,80,78,72,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8810.png,BALLER #5759,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5759,
7835,Zombie,Cleveland Firebirds,"Armband, Steampunk Goggles",Home,Brunette Bun,Player,90,89,79,66,89,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8811.png,BALLER #7835,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7835,
8585,Human III,Omaha Bullsnakes,None,Home,Striped,Player,69,80,91,80,73,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8812.png,BALLER #8585,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8585,
9653,Human II,Toronto Spears,"Armband, Headband",Away,Brown Cowlick,Player,16,91,92,83,82,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8813.png,BALLER #9653,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9653,
5885,Human II,Los Angeles Mammoths,"Headband, Steampunk Goggles",Away,Patchy,Player,41,83,87,81,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8814.png,BALLER #5885,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5885,
5978,Human V,New York Torches,"Armband, Headband",Away,Brunette Medium,Player,26,78,85,68,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8815.png,BALLER #5978,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5978,
5137,Human IV,Dallas Pythons,None,Home,Blonde Crewcut,Player,93,85,78,86,93,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8816.png,BALLER #5137,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5137,
8788,Human V,Portland Creatures,None,Home,Blonde Short,Player,44,87,98,86,93,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8817.png,BALLER #8788,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8788,
6761,Human V,Portland Bats,Armband,Home,Brown Moptop,Player,0,92,71,79,80,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8818.png,BALLER #6761,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6761,
2894,Human II,San Jose Sirens,Armband,Away,Brunette Bun,Player,10,81,86,66,78,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8819.png,BALLER #2894,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//2894,
3943,Human III,Alaska Whales,Arm Tattoo,Home,Very Thin,Player,73,85,74,85,73,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8820.png,BALLER #3943,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3943,
2846,Human II,Los Angeles Knives,Headband,Home,Redhead Bun,Player,78,75,78,81,75,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8821.png,BALLER #2846,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//2846,
9067,Human I,Alabama Kingpins,None,Home,Light Brown Short,Player,7,93,78,74,91,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8822.png,BALLER #9067,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9067,
7720,Human II,D.C. Dobermans,Armband,Home,Blonde Crew,Player,16,66,76,79,77,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8823.png,BALLER #7720,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7720,
4875,Human II,Seattle Scream,Armband,Away,Striped,Player,22,89,67,81,85,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8824.png,BALLER #4875,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4875,
3494,Human II,Tampa Bay Omens,Headband,Home,Black Long Ponytail,Player,20,85,85,82,95,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8825.png,BALLER #3494,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3494,
6376,Human I,Portland Bats,Clock Necklace,Home,Spiked,Player,65,79,82,75,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8826.png,BALLER #6376,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6376,
8090,Stone,San Francisco Surge,Armband,Away,Redhead Ponytail,Player,65,84,95,77,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8827.png,BALLER #8090,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8090,
5589,Human II,Pennsylvania Fangs,Headband,Away,Blonde Crew,Player,68,93,71,72,99,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8828.png,BALLER #5589,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5589,
4347,Human I,San Jose Sirens,Red Headphones,Home,Redhead Bun,Captain,60,73,83,80,76,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8829.png,BALLER #4347,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4347,
3915,Human IV,Boston Rulers,None,Away,Thinning,Player,44,73,85,86,72,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8830.png,BALLER #3915,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3915,
2824,Human II,New York Torches,"Armband, Eye Patch",Home,Brunette Wavy Ponytail,Player,23,81,86,73,76,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8831.png,BALLER #2824,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//2824,
9340,Zombie,Toronto Spears,"Armband, Headband",Away,Blonde Crew,Player,40,65,83,87,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8832.png,BALLER #9340,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9340,
7659,Human V,St. Louis Orcs,"Headband, Space Visor",Home,Brown Pompadour,Captain,15,83,76,91,94,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8833.png,BALLER #7659,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7659,
8619,Human III,Orlando Freeze,Clock Necklace,Away,Brunette Bob,Player,65,73,81,70,79,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8834.png,BALLER #8619,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8619,
7275,Human IV,Cleveland Firebirds,"Armband, Space Visor",Home,Black Long Ponytail,Player,24,79,94,87,83,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8835.png,BALLER #7275,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7275,
7380,Human V,Alabama Kingpins,"Armband, Arm Tattoo",Away,Brown Pompadour,Player,34,78,99,74,80,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8836.png,BALLER #7380,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7380,
6288,Human IV,Portland Creatures,Headband,Home,Brown Taper,Player,0,73,82,75,68,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8837.png,BALLER #6288,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6288,
3703,Human I,Iowa City Rattlesnakes,"Headband, Silver Chain",Home,Crazy Blue,Player,88,66,79,86,70,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8838.png,BALLER #3703,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3703,
5824,Human II,Phoenix Skulls,"Headband, Silver Chain",Home,Brown Cowlick,Player,34,77,84,87,94,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8839.png,BALLER #5824,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5824,
8942,Zombie,New York Torches,"Armband, Headband",Home,Afro,Player,4,78,72,73,73,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8840.png,BALLER #8942,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8942,
3505,Human III,Portland Creatures,"Armband, Headband",Home,Very Thin,Player,69,79,91,84,78,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8841.png,BALLER #3505,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3505,
8021,Human III,Seattle Scream,"Armband, Headband",Home,Cheetah,Player,17,73,79,90,77,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8842.png,BALLER #8021,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8021,
9022,Lizard,Orlando Freeze,"Armband, Silver Chain",Away,Pink Pigtails,Player,92,89,89,96,82,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8843.png,BALLER #9022,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9022,
7218,Human I,Team Flow (M),"Armband, Nasal Strip",Home,Crazy Purple,Player,84,73,70,78,79,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8844.png,BALLER #7218,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7218,
5907,Human IV,St. Louis Orcs,"Headband, Steampunk Goggles",Away,Very Thin,Player,16,87,72,93,70,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8845.png,BALLER #5907,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5907,
5988,Human IV,Miami Tentacles,Headband,Away,Blonde Crew,Player,43,79,72,81,71,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8846.png,BALLER #5988,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5988,
7791,Human V,Portland Bats,None,Home,Black Pompadour,Player,36,81,80,86,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8847.png,BALLER #7791,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7791,
4398,Human V,Portland Creatures,None,Away,Brown Taper,Player,60,78,80,83,89,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8848.png,BALLER #4398,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4398,
3230,Human III,Wisconsin Dragons,Headband,Home,Black Taper,Player,41,86,78,92,80,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8849.png,BALLER #3230,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3230,
8660,Human V,New Jersey Scientists,"Armband, Headband",Away,Very Thin,Player,79,60,77,90,85,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8850.png,BALLER #8660,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8660,
9379,Human III,New York Golden Bulls,None,Away,Brown Pompadour,Player,20,75,79,73,86,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8851.png,BALLER #9379,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9379,
4030,Devil,Austin Machines,"Armband, Nasal Strip",Away,Brown Pompadour,Player,68,82,89,67,77,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8852.png,BALLER #4030,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4030,
3623,Human V,Seattle Scream,"Armband, Pencil",Away,Black Pompadour,Player,24,87,72,75,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8853.png,BALLER #3623,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3623,
2926,Human IV,Helena Pronghorns,"Armband, Grey Headphones",Home,Spiked,Player,86,77,63,88,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8854.png,BALLER #2926,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//2926,
9691,Human II,Phoenix Skulls,Headband,Away,Blonde Short,Player,32,87,77,75,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8855.png,BALLER #9691,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9691,
7907,Human II,Delaware Horsemen,Steampunk Goggles,Away,Blonde Crewcut,Player,86,68,76,75,78,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8856.png,BALLER #7907,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7907,
8823,Human I,Portland Creatures,None,Away,Bedhead,Player,87,67,77,76,76,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8857.png,BALLER #8823,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8823,
4792,Stone,Omaha Bullsnakes,None,Home,Brown Short,Player,46,78,80,93,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8858.png,BALLER #4792,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4792,
8294,Human III,Michigan Colliders,None,Away,Brown Moptop,Player,47,86,88,92,92,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8859.png,BALLER #8294,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8294,
4098,Human IV,New York Golden Bulls,Armband,Home,Crazy Orange,Player,83,87,85,84,63,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8860.png,BALLER #4098,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4098,
8841,Human III,San Jose Sirens,Armband,Away,Pink Pigtails,Player,72,86,87,80,83,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8861.png,BALLER #8841,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8841,
6159,Lizard,Phoenix Skulls,None,Home,Bedhead,Player,36,84,94,76,70,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8862.png,BALLER #6159,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6159,
9151,Human V,Sierra Spiders,None,Home,Crazy Blue,Player,46,75,78,79,86,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8863.png,BALLER #9151,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9151,
4759,Human III,Wisconsin Dragons,Headband,Home,Spiked,Player,95,82,79,88,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8864.png,BALLER #4759,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4759,
9217,Human II,Los Angeles Knives,"Headband, Goggles",Home,Blonde Medium,Player,3,93,71,80,82,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8865.png,BALLER #9217,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9217,
2813,Human I,D.C. Dobermans,"Armband, Headband",Away,Light Brown Short,Player,31,72,96,87,94,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8866.png,BALLER #2813,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//2813,
4163,Human III,Nashville Miracle,"Armband, Nasal Strip",Home,Brunette Wavy Ponytail,Player,48,82,70,82,95,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8867.png,BALLER #4163,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4163,
6639,Human I,Austin Machines,Headband,Home,Blonde Short,Player,22,82,91,82,87,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8868.png,BALLER #6639,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6639,
2527,Human IV,Los Angeles Mammoths,"Headband, Steampunk Goggles",Home,Crazy Blue,Player,79,72,97,86,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8869.png,BALLER #2527,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//2527,
6327,Stone,Boston Rulers,Glasses,Away,Black Taper,Player,58,82,77,80,95,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8870.png,BALLER #6327,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6327,
7800,Human V,Chicago Squid,Nasal Strip,Home,Shaved,Player,57,87,86,72,77,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8871.png,BALLER #7800,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7800,
4094,Human III,Houston Rogues,None,Home,Pink Pigtails,Player,49,72,75,78,80,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8872.png,BALLER #4094,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4094,
7063,Human III,Dallas Pythons,None,Home,Black Pompadour,Player,52,73,68,90,78,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8873.png,BALLER #7063,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7063,
7704,Human IV,Alabama Kingpins,Headband,Away,Blonde Crewcut,Player,48,78,81,96,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8874.png,BALLER #7704,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7704,
7228,Human IV,St. Louis Orcs,"Armband, Eye Patch",Home,Afro,Player,59,87,82,95,83,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8875.png,BALLER #7228,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7228,
5118,Human I,Sierra Spiders,Headband,Away,Crazy Orange,Player,40,89,73,73,91,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8876.png,BALLER #5118,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5118,
9010,Human V,Phoenix Skulls,"Armband, Silver Chain",Away,Shaved,Player,13,88,85,82,69,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8877.png,BALLER #9010,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9010,
7862,Human II,Sierra Spiders,Armband,Away,Black Pompadour,Player,73,96,85,68,84,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8878.png,BALLER #7862,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7862,
6014,Human IV,Houston Rogues,None,Away,Blonde Medium,Player,82,87,64,93,72,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8879.png,BALLER #6014,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6014,
